,,,,,,,,,,,,FY 2015 3-YEAR COHORT DEFAULT RATES,,,
31109,HOUSE OF HEAVILIN OF BLUE SPRINGS                                ,800 WEST FOXWOOD DRIVE                            ,RAYMORE             ,MO,MISSOURI                                                    ,64083,9195,3,Non-Degree 1 Year (900-1799 hours),3,For-Profit,2015,1,37,2.7
31121,DEWEY UNIVERSITY                                                 ,BARBOSA AVE. #427 (3RD FLOOR)  #425               ,HATO REY            ,PR,PUERTO RICO                                                 ,915,9538,8,Master's Degree or Doctor's Degree,2,Nonprofit,2015,6,42,14.2
31133,UEI COLLEGE                                                      ,3602 N. BLACKSTONE AVENUE          SUITE 0268     ,FRESNO              ,CA,CALIFORNIA                                                  ,93726,5398,3,Non-Degree 1 Year (900-1799 hours),3,For-Profit,2015,167,996,16.7
31136,SOUTHERN CALIFORNIA INSTITUTE OF TECHNOLOGY                      ,525 NORTH MULLER STREET                           ,ANAHEIM             ,CA,CALIFORNIA                                                  ,92801,5454,6,Bachelor's Degree,3,For-Profit,2015,11,277,3.9
31147,PRAXIS INSTITUTE                                                 ,1850 SOUTHWEST 8TH STREET          4TH FLOOR      ,MIAMI               ,FL,FLORIDA                                                     ,33135,2657,5,Associate's Degree,3,For-Profit,2015,24,179,13.4
31150,ARIZONA COLLEGE                                                  ,4425 WEST OLIVE AVENUE             SUITE 300      ,GLENDALE            ,AZ,ARIZONA                                                     ,85302,3843,6,Bachelor's Degree,3,For-Profit,2015,171,832,20.5
31152,MOTORING TECHNICAL TRAINING INSTITUTE                            ,1241 FALL RIVER AVENUE                            ,SEEKONK             ,MA,MASSACHUSETTS                                               ,2771,5933,3,Non-Degree 1 Year (900-1799 hours),3,For-Profit,2015,42,280,15
31153,GENESEE-LIVINGSTON-STEUBEN-WYOMING BOCES                         ,8250 STATE STREET ROAD                            ,BATAVIA             ,NY,NEW YORK                                                    ,14020,1099,3,Non-Degree 1 Year (900-1799 hours),1,Public,2015,4,62,6.4
31155,ADVENTIST UNIVERSITY OF HEALTH SCIENCES                          ,671 WINYAH DRIVE                                  ,ORLANDO             ,FL,FLORIDA                                                     ,32803,1237,8,Master's Degree or Doctor's Degree,2,Nonprofit,2015,38,677,5.6
31158,BRIGHTWOOD COLLEGE                                               ,6441 NORTH WEST I-410 LOOP                        ,SAN ANTONIO         ,TX,TEXAS                                                       ,78238,4203,5,Associate's Degree,3,For-Profit,2015,442,1291,34.2
31161,VOGUE BEAUTY AND BARBER SCHOOL                                   ,3655 MACLAND ROAD                                 ,HIRAM               ,GA,GEORGIA                                                     ,30141,2226,3,Non-Degree 1 Year (900-1799 hours),3,For-Profit,2015,16,97,16.4
31166,EAST SAN GABRIEL VALLEY ROP AND TECHNICAL CENTER                 ,1501 WEST DEL NORTE STREET                        ,WEST COVINA         ,CA,CALIFORNIA                                                  ,91790,2105,5,Associate's Degree,1,Public,2015,8,32,25
31169,BAPTIST THEOLOGICAL SEMINARY AT RICHMOND                         ,8040 VILLA PARK DRIVE              SUITE 250      ,RICHMOND            ,VA,VIRGINIA                                                    ,23228,6507,8,Master's Degree or Doctor's Degree,2,Nonprofit,2015,1,41,2.4
31170,ASHLAND COUNTY - WEST HOLMES CAREER CENTER - ADULT EDUCATION     ,1783 STATE ROUTE 60                               ,ASHLAND             ,OH,OHIO                                                        ,44805,0,3,Non-Degree 1 Year (900-1799 hours),1,Public,2015,2,41,4.8
31203,COLLEGEAMERICA - FLAGSTAFF                                       ,399 SOUTH MALPAIS                  2ND FLOOR      ,FLAGSTAFF           ,AZ,ARIZONA                                                     ,86001,3936,6,Bachelor's Degree,3,For-Profit,2015,127,592,21.4
31207,NEW YORK CONSERVATORY FOR DRAMATIC ARTS (THE)                    ,39 WEST 19TH STREET                               ,NEW YORK            ,NY,NEW YORK                                                    ,10011,4225,5,Associate's Degree,3,For-Profit,2015,7,139,5
31226,EASTERN INTERNATIONAL COLLEGE                                    ,684 NEWARK AVENUE                                 ,JERSEY CITY         ,NJ,NEW JERSEY                                                  ,7306,3906,6,Bachelor's Degree,3,For-Profit,2015,0,220,0
31229,YORK COUNTY COMMUNITY COLLEGE                                    ,112 COLLEGE DRIVE                                 ,WELLS               ,ME,MAINE                                                       ,4090,529,5,Associate's Degree,1,Public,2015,62,380,16.3
31239,SOUTHEASTERN COLLEGE                                             ,1756 N CONGRESS AVENUE                            ,WEST PALM BEACH     ,FL,FLORIDA                                                     ,33409,0,5,Associate's Degree,3,For-Profit,2015,123,1038,11.8
31240,NORTHWESTERN TECHNOLOGICAL INSTITUTE                             ,24567 NORTHWESTERN HIGHWAY         SUITE 200      ,SOUTHFIELD          ,MI,MICHIGAN                                                    ,48075,2412,3,Non-Degree 1 Year (900-1799 hours),3,For-Profit,2015,20,330,6
31249,IMAGINE - PAUL MITCHELL PARTNER SCHOOL                           ,4201 EAST MCCAIN BOULEVARD                        ,NORTH LITTLE ROCK   ,AR,ARKANSAS                                                    ,72117,2516,3,Non-Degree 1 Year (900-1799 hours),3,For-Profit,2015,39,301,12.9
31256,MIAMI AD SCHOOL                                                  ,588 NW 29TH STREET                                ,MIAMI               ,FL,FLORIDA                                                     ,33127,5203,5,Associate's Degree,3,For-Profit,2015,5,100,5
31258,PREMIERE CAREER COLLEGE                                          ,12901 RAMONA BOULEVARD                            ,IRWINDALE           ,CA,CALIFORNIA                                                  ,91706,3746,4,Non-Degree 2 Years (1800-2699 hours),3,For-Profit,2015,12,329,3.6
31263,AVIATION INSTITUTE OF MAINTENANCE                                ,2211 SOUTH MILITARY HIGHWAY                       ,CHESAPEAKE          ,VA,VIRGINIA                                                    ,23320,5987,11,Non-Degree 3 Plus Years (? 2700 hours),3,For-Profit,2015,19,139,13.6
31268,PACIFICA GRADUATE INSTITUTE                                      ,249 LAMBERT ROAD                                  ,CARPINTERIA         ,CA,CALIFORNIA                                                  ,93013,3019,8,Master's Degree or Doctor's Degree,3,For-Profit,2015,13,273,4.7
31275,ADVANCED TECHNOLOGY INSTITUTE                                    ,5700 SOUTHERN BOULEVARD                           ,VIRGINIA BEACH      ,VA,VIRGINIA                                                    ,23462,2409,5,Associate's Degree,3,For-Profit,2015,39,256,15.2
31281,COLLEGE OF HEALTH CARE PROFESSIONS (THE)                         ,240 NORTHWEST MALL BOULEVARD                      ,HOUSTON             ,TX,TEXAS                                                       ,77092,8541,6,Bachelor's Degree,3,For-Profit,2015,168,1251,13.4
31284,DELAWARE COUNTY TECHNICAL SCHOOL                                 ,85 N MALIN ROAD                                   ,BROOMALL            ,PA,PENNSYLVANIA                                                ,19008,1928,3,Non-Degree 1 Year (900-1799 hours),1,Public,2015,8,77,10.3
31285,NATIONAL LATINO EDUCATION INSTITUTE                              ,2011 WEST PERSHING ROAD                           ,CHICAGO             ,IL,ILLINOIS                                                    ,60609,2205,3,Non-Degree 1 Year (900-1799 hours),2,Nonprofit,2015,2,32,6.2
31287,MT. SIERRA COLLEGE                                               ,800 ROYAL OAKS DRIVE               SUITE 101      ,MONROVIA            ,CA,CALIFORNIA                                                  ,91016,3414,6,Bachelor's Degree,3,For-Profit,2015,4,184,2.1
31291,FOND DU LAC TRIBAL & COMMUNITY COLLEGE                           ,2101 14TH STREET                                  ,CLOQUET             ,MN,MINNESOTA                                                   ,55720,2984,5,Associate's Degree,1,Public,2015,108,441,24.4
31313,FIVE BRANCHES UNIVERSITY                                         ,200 SEVENTH AVENUE                                ,SANTA CRUZ          ,CA,CALIFORNIA                                                  ,95062,4669,8,Master's Degree or Doctor's Degree,3,For-Profit,2015,2,80,2.5
31406,SOUTHERN CROSS UNIVERSITY                                        ,MILITARY ROAD                                     ,EAST LISMORE        ,FC,AUSTRALIA           ,2480,    ,8,Master's Degree or Doctor's Degree,5,Foreign Public,2015,0,10,0
31444,AMERICAN COLLEGE OF HEALTHCARE AND TECHNOLOGY                    ,11801 PIERCE STREET                SUITE 100      ,RIVERSIDE           ,CA,CALIFORNIA                                                  ,92505,3038,4,Non-Degree 2 Years (1800-2699 hours),3,For-Profit,2015,95,378,25.1
31504,"UNIVERSITY OF TECHNOLOGY, SYDNEY                                 ",15 BROADWAY                                       ,ULTIMO              ,FC,AUSTRALIA           ,2007,    ,8,Master's Degree or Doctor's Degree,5,Foreign Public,2015,2,34,5.8
31505,A - TECHNICAL COLLEGE                                            ,1033 SOUTH BROADWAY STREET                        ,LOS ANGELES         ,CA,CALIFORNIA                                                  ,90015,3535,3,Non-Degree 1 Year (900-1799 hours),3,For-Profit,2015,13,75,17.3
31533,AMERICAN COLLEGE OF ACUPUNCTURE & ORIENTAL MEDICINE              ,9100 PARK WEST DRIVE                              ,HOUSTON             ,TX,TEXAS                                                       ,77063,4104,8,Master's Degree or Doctor's Degree,3,For-Profit,2015,1,84,1.1
31555,OCONEE FALL LINE TECHNICAL COLLEGE                               ,1189 DEEPSTEP ROAD                                ,SANDERSVILLE        ,GA,GEORGIA                                                     ,31082,6179,5,Associate's Degree,1,Public,2015,68,314,21.6
31563,ESTRELLA MOUNTAIN COMMUNITY COLLEGE                              ,3000 NORTH DYSART ROAD                            ,AVONDALE            ,AZ,ARIZONA                                                     ,85392,1010,5,Associate's Degree,1,Public,2015,354,1714,20.6
31564,AOMA GRADUATE SCHOOL OF INTEGRATIVE MEDICINE                     ,4701 WEST GATE BOULEVARD                          ,AUSTIN              ,TX,TEXAS                                                       ,78745,1479,8,Master's Degree or Doctor's Degree,3,For-Profit,2015,2,54,3.7
31603,AVTEC - ALASKA'S INSTITUTE OF TECHNOLOGY                         ,809 SECOND AVENUE                                 ,SEWARD              ,AK,ALASKA                                                      ,99664,889,3,Non-Degree 1 Year (900-1799 hours),1,Public,2015,8,51,15.6
31633,PACIFIC STATES UNIVERSITY                                        ,3424 WILSHIRE BOULEVARD SUITE 1200                ,LOS ANGELES         ,CA,CALIFORNIA                                                  ,90010,2263,8,Master's Degree or Doctor's Degree,2,Nonprofit,2015,1,12,8.3
31643,CREATIVE CENTER (THE)                                            ,10850 EMMET STREET                                ,OMAHA               ,NE,NEBRASKA                                                    ,68164,2911,6,Bachelor's Degree,3,For-Profit,2015,0,43,0
31693,STUDIO JEWELERS                                                  ,32 EAST 31 STREET                                 ,NEW YORK            ,NY,NEW YORK                                                    ,10016,4112,2,Non-Degree (600-899 hours),3,For-Profit,2015,7,41,17
31703,TEXAS A & M UNIVERSITY - TEXARKANA                               ,7101 UNIVERSITY AVENUE                            ,TEXARKANA           ,TX,TEXAS                                                       ,75503,5518,8,Master's Degree or Doctor's Degree,1,Public,2015,41,480,8.5
